source,target,weight
lrk55,rmckwn,468
lrk55,sportstermegster,351
lrk55,Brooklynnite,320
lrk55,jme1313,311
lrk55,BarbaraE1951,228
lrk55,annette030,34
lrk55,babygoose13,644
lrk55,BellsNest,418
lrk55,sympathizer,329
lrk55,Dgranny,316
lrk55,tdcarson,311
freedom1960,rmckwn,453
freedom1960,sportstermegster,342
freedom1960,Brooklynnite,313
freedom1960,jme1313,304
freedom1960,BarbaraE1951,224
freedom1960,babygoose13,615
freedom1960,BellsNest,406
freedom1960,sympathizer,322
freedom1960,Dgranny,309
freedom1960,tdcarson,304
freedom1960,greg8846,113
freedom1960,lrk55,13793
freedom1960,Daveyfeelingbetter,603
freedom1960,liebgirl,369
freedom1960,JOCELYN48,313
freedom1960,cping1,305
freedom1960,itperson,303
freedom1960,corlaw,35
freedom1960,teresakitty2,666
corlaw,woodenheart,5
greg8846,woodenheart,4
BarbaraE1951,woodenheart,4
itperson,woodenheart,4
tdcarson,woodenheart,4
jme1313,woodenheart,4
cping1,woodenheart,4
Dgranny,woodenheart,4
Brooklynnite,woodenheart,4
JOCELYN48,woodenheart,4
sympathizer,woodenheart,4
sportstermegster,woodenheart,4
liebgirl,woodenheart,4
BellsNest,woodenheart,4
rmckwn,woodenheart,4
Daveyfeelingbetter,woodenheart,4
babygoose13,woodenheart,4
teresakitty2,woodenheart,4
lrk55,woodenheart,4
freedom1960,woodenheart,4
_swank_,hakio,5
Hondaddy,_swank_,1503
hakio,_swank_,1240
hakio,Hondaddy,7067
Hondaddy,Hondaddy,5479
corlaw,Hondaddy,210
Hondaddy,hakio,5
hakio,hakio,5
annette030,hakio,5
corlaw,hakio,5
Taximan283,serendipity888,13245
piggy80218,serendipity888,1026
piggy80218,cweinbl,926
piggy80218,gailb54,1784
lollipop222,cweinbl,743
lollipop222,gailb54,1208
lollipop222,serendipity888,806
lollipop222,piggy80218,3752
freedom1960,serendipity888,660
freedom1960,lollipop222,3656
freedom1960,piggy80218,1850
annette030,lollipop222,900
annette030,piggy80218,726
annette030,serendipity888,425
cweinbl,lollipop222,673
cweinbl,piggy80218,571
cweinbl,serendipity888,367
serendipity888,piggy80218,565
serendipity888,freedom1960,813
serendipity888,serendipity888,364
serendipity888,lollipop222,665
serendipity888,cweinbl,351
serendipity888,Taximan283,5
piggy80218,Taximan283,5
lollipop222,Taximan283,5
freedom1960,Taximan283,5
gimpyD,corlaw,1166
gimpyD,MPS4me,5
cweinbl,CraigRPh,5
Guido1963,cweinbl,1559
annette030,Guido1963,681
Guido1963,CraigRPh,5
annette030,CraigRPh,5
Trudy292,Trudy292,5
Guido1963,annette030,4963
Guido1963,freedom1960,1564
cweinbl,Guido1963,1944
Trudy292,freedom1960,714
Trudy292,cweinbl,4073
Trudy292,Guido1963,1315
gloworm99412,Guido1963,121
gloworm99412,annette030,118
gloworm99412,cweinbl,128
gloworm99412,freedom1960,112
freedom1960,Trudy292,5
annette030,Trudy292,5
Guido1963,Trudy292,5
cweinbl,Trudy292,5
gloworm99412,Trudy292,5
freedom1960,jinks73,5
Geradine4733,freedom1960,3017
Trudy292,corlaw,452
Trudy292,Geradine4733,489
Catpaul,annette030,2068
Catpaul,freedom1960,384
Catpaul,Geradine4733,440
Catpaul,Trudy292,4415
Catpaul,corlaw,410
gimpyD,Catpaul,33902
gimpyD,freedom1960,380
gimpyD,Trudy292,3914
gimpyD,Geradine4733,435
jinks73,Trudy292,622
jinks73,corlaw,262
jinks73,gimpyD,740
jinks73,annette030,537
jinks73,freedom1960,251
jinks73,Catpaul,724
jinks73,Geradine4733,274
annette030,Catpaul,448
corlaw,jinks73,5
Geradine4733,jinks73,5
annette030,jinks73,5
Trudy292,jinks73,5
Catpaul,jinks73,5
gimpyD,jinks73,5
jinks73,jinks73,5
freedom1960,P1231,5
P1231,freedom1960,60625
P1231,Guido1963,1343
P1231,P1231,5
Guido1963,P1231,5
annette030,P1231,5
littletwister1963,corlaw,5
teresakitty2,TDXSP08,32790
Trudy292,littletwister1963,460
Trudy292,TDXSP08,1220
BackPainSucks,TDXSP08,791
BackPainSucks,Trudy292,2250
BackPainSucks,littletwister1963,382
BackPainSucks,teresakitty2,811
mind_situation,BackPainSucks,2345
mind_situation,teresakitty2,602
mind_situation,Trudy292,1147
mind_situation,TDXSP08,592
mind_situation,annette030,917
mind_situation,littletwister1963,328
annette030,mind_situation,605
corlaw,Trudy292,248
TDXSP08,corlaw,5
mind_situation,corlaw,5
annette030,painbear,5
annette030,thumpersalley,5
CRPShellp,Linzo888,5
Linzo888,CRPShellp,1002
Linzo888,Linzo888,5
annette030,Linzo888,5
corlaw,Linzo888,5
mind_situation,CRPShellp,5
MPS4me,mind_situation,48790
gimpyD,mind_situation,11976
corlaw,gimpyD,1899
teresakitty2,gimpyD,863
teresakitty2,MPS4me,819
teresakitty2,mind_situation,805
CRPShellp,MPS4me,299
CRPShellp,mind_situation,297
CRPShellp,gimpyD,305
MPS4me,CRPShellp,5
gimpyD,CRPShellp,5
annette030,nate14,5
gimpyD,windtalkerr,5
xpainx,corlaw,169
xpainx,gimpyD,168
xpainx,windtalkerr,5
gimpyD,Fouru2nv23,5
jolene1881,gimpyD,280
jolene1881,annette030,411
jolene1881,corlaw,283
BrenBren30813,jolene1881,147
BrenBren30813,gimpyD,96
BrenBren30813,annette030,108
BrenBren30813,cweinbl,171
BrenBren30813,corlaw,97
cweinbl,jolene1881,143
cweinbl,BrenBren30813,5333
annette030,jolene1881,133
annette030,BrenBren30813,1352
corlaw,BrenBren30813,288
corlaw,jolene1881,97
Fouru2nv23,cweinbl,74
Fouru2nv23,corlaw,56
Fouru2nv23,jolene1881,69
Fouru2nv23,gimpyD,55
Fouru2nv23,BrenBren30813,130
Fouru2nv23,annette030,59
greg8846,cweinbl,67
greg8846,jolene1881,63
greg8846,BrenBren30813,111
greg8846,gimpyD,52
Fouru2nv23,greg8846,11429
BellsNest,cweinbl,66
BellsNest,jolene1881,62
BellsNest,BrenBren30813,107
BellsNest,gimpyD,51
Fouru2nv23,BellsNest,1017
Brooklynnite,BrenBren30813,94
Brooklynnite,jolene1881,57
Brooklynnite,BellsNest,765
Brooklynnite,gimpyD,48
corlaw,Brooklynnite,570
corlaw,BellsNest,327
Fouru2nv23,Brooklynnite,484
felinemommy,greg8846,269
felinemommy,jolene1881,51
felinemommy,gimpyD,43
felinemommy,Brooklynnite,470
felinemommy,BrenBren30813,78
felinemommy,annette030,45
felinemommy,BellsNest,291
felinemommy,cweinbl,54
felinemommy,corlaw,43
greg8846,BellsNest,288
greg8846,felinemommy,25975
greg8846,Brooklynnite,461
Fouru2nv23,felinemommy,3384
corlaw,Fouru2nv23,5
jolene1881,Fouru2nv23,5
BrenBren30813,Fouru2nv23,5
cweinbl,Fouru2nv23,5
annette030,Fouru2nv23,5
Fouru2nv23,Fouru2nv23,4
greg8846,Fouru2nv23,4
BellsNest,Fouru2nv23,4
Brooklynnite,Fouru2nv23,4
felinemommy,Fouru2nv23,4
teresakitty2,directedbyhp,5
gailb54,billw5012,5
sleepingirl,gailb54,4988
annette030,sleepingirl,3396
billw5012,annette030,1735
billw5012,sleepingirl,1147
billw5012,gailb54,933
squeaky68,sleepingirl,456
squeaky68,gailb54,418
squeaky68,annette030,526
sleepingirl,billw5012,5
annette030,billw5012,5
billw5012,billw5012,5
squeaky68,billw5012,5
forgetful88,Darnall,5
gailb54,forgetful88,9050
teresakitty2,forgetful88,7968
corlaw,forgetful88,2837
annette030,forgetful88,1646
Darnall,gailb54,1084
Darnall,corlaw,1470
Darnall,forgetful88,969
Darnall,teresakitty2,1102
Darnall,annette030,2350
forgetful88,annette030,377
forgetful88,gailb54,317
forgetful88,corlaw,344
forgetful88,forgetful88,307
forgetful88,teresakitty2,319
gailb54,Darnall,5
teresakitty2,Darnall,5
corlaw,Darnall,5
Darnall,Darnall,5
annette030,WarkenRN,5
Caprice_WebMD_Staff,Oaklee,5
annette030,Oaklee,5
squeaky68,cweinbl,15038
squeaky68,teresakitty2,864
Caprice_WebMD_Staff,annette030,1240
Caprice_WebMD_Staff,squeaky68,2861
Caprice_WebMD_Staff,teresakitty2,663
Caprice_WebMD_Staff,cweinbl,2407
teresakitty2,squeaky68,1612
corlaw,squeaky68,1609
oscarivera9,squeaky68,166
oscarivera9,teresakitty2,139
oscarivera9,cweinbl,164
oscarivera9,Caprice_WebMD_Staff,176
oscarivera9,annette030,154
teresakitty2,oscarivera9,13245
Trena2010,oscarivera9,12423
Trena2010,cweinbl,162
Trena2010,Caprice_WebMD_Staff,173
Trena2010,annette030,152
Trena2010,squeaky68,163
Trena2010,teresakitty2,137
kbucklin,Trena2010,80043
kbucklin,squeaky68,163
kbucklin,teresakitty2,137
kbucklin,oscarivera9,10695
kbucklin,cweinbl,161
kbucklin,Caprice_WebMD_Staff,173
kbucklin,annette030,152
Michael66049,kbucklin,133531
Michael66049,Caprice_WebMD_Staff,173
Michael66049,annette030,152
Michael66049,Trena2010,48790
Michael66049,squeaky68,163
Michael66049,teresakitty2,137
Michael66049,oscarivera9,9852
Michael66049,cweinbl,161
corlaw,kbucklin,8969
corlaw,Trena2010,8032
corlaw,Michael66049,9569
corlaw,oscarivera9,4866
annette030,Michael66049,2384
annette030,oscarivera9,1921
annette030,kbucklin,2345
annette030,squeaky68,152
annette030,Trena2010,2275
cweinbl,Trena2010,778
cweinbl,Michael66049,791
cweinbl,oscarivera9,732
cweinbl,kbucklin,786
cweinbl,squeaky68,135
windtalkerr,Trena2010,697
windtalkerr,squeaky68,132
windtalkerr,Michael66049,707
windtalkerr,oscarivera9,660
windtalkerr,teresakitty2,115
windtalkerr,kbucklin,703
windtalkerr,Caprice_WebMD_Staff,139
cweinbl,windtalkerr,871
squeaky68,corlaw,5
Caprice_WebMD_Staff,corlaw,5
oscarivera9,corlaw,5
Trena2010,corlaw,5
kbucklin,corlaw,5
Michael66049,corlaw,5
windtalkerr,corlaw,5
teresakitty2,phall2006,5
MPS4me,imsoflyy101,5
corlaw,imsoflyy101,5
mind_situation,fireislandgirl,5
teresakitty2,fireislandgirl,5
squeaky68,stockrunner,5
stockrunner,teresakitty2,1097
stockrunner,squeaky68,870
Windchime2004,teresakitty2,1044
Windchime2004,squeaky68,837
Windchime2004,cweinbl,6270
gimpyD,squeaky68,214
gimpyD,Windchime2004,287
gimpyD,teresakitty2,225
gailb54,squeaky68,167
gailb54,Windchime2004,208
teresakitty2,stockrunner,5
Windchime2004,stockrunner,5
gimpyD,stockrunner,5
jolene1881,jolene1881,5
jolene1881,cweinbl,1874
jolene1881,teresakitty2,737
littletwister19634,corlaw,687
littletwister19634,teresakitty2,671
littletwister19634,cweinbl,1496
Geradine4733,littletwister19634,12270
annette030,littletwister19634,229
teresakitty2,jolene1881,5
littletwister19634,jolene1881,5
Geradine4733,jolene1881,5
corlaw,bggboro,5
corlaw,indeedsangel,5
Windchime2004,corlaw,1210
annette030,Windchime2004,204
cweinbl,indeedsangel,5
Windchime2004,indeedsangel,5
annette030,indeedsangel,5
corlaw,dackry,5
teresakitty2,dackry,5
teresakitty2,ceceh42,5
Geradine4733,ceceh42,5
teresakitty2,trumpetteen417,5
memyselfandi19,jolene1881,5195
memyselfandi19,teresakitty2,667
jolene1881,trumpetteen417,5
memyselfandi19,trumpetteen417,5
Geradine4733,cafelaurie,5
memyselfandi19,gailb54,1921
memyselfandi19,corlaw,985
memyselfandi19,Geradine4733,669
greg8846,memyselfandi19,485
greg8846,Geradine4733,281
greg8846,teresakitty2,19048
gailb54,Geradine4733,238
cafelaurie,corlaw,266
cafelaurie,memyselfandi19,365
cafelaurie,Geradine4733,236
cafelaurie,teresakitty2,4662
cafelaurie,gailb54,307
cafelaurie,greg8846,1470
Caprice_WebMD_Staff,memyselfandi19,355
Caprice_WebMD_Staff,gailb54,299
Caprice_WebMD_Staff,greg8846,1317
Caprice_WebMD_Staff,Geradine4733,232
Tigergr,Caprice_WebMD_Staff,156
Tigergr,memyselfandi19,108
Tigergr,Geradine4733,93
Tigergr,teresakitty2,149
Tigergr,gailb54,103
Tigergr,greg8846,140
Tigergr,corlaw,98
cafelaurie,Tigergr,1320
cafelaurie,Caprice_WebMD_Staff,140
corlaw,cafelaurie,5
memyselfandi19,cafelaurie,5
greg8846,cafelaurie,5
teresakitty2,cafelaurie,5
gailb54,cafelaurie,5
cafelaurie,cafelaurie,5
Caprice_WebMD_Staff,cafelaurie,5
Tigergr,cafelaurie,4
corlaw,amhnumber3,5
forgetful88,cweinbl,246
Darnall,cweinbl,174
cweinbl,amhnumber3,5
annette030,amhnumber3,5
forgetful88,amhnumber3,5
Darnall,amhnumber3,5
corlaw,gc1965,5
cweinbl,gc1965,5
CK070731,Lisajeanne13,5
jolene1881,CK070731,105361
Lisajeanne13,jolene1881,1649
Lisajeanne13,CK070731,1622
cweinbl,CK070731,1140
BrenBren30813,CK070731,421
Dgranny,BrenBren30813,5510
Dgranny,CK070731,391
Dgranny,cweinbl,596
Dgranny,jolene1881,393
annette030,CK070731,328
GoldieA,annette030,72
GoldieA,cweinbl,63
GoldieA,Dgranny,70
GoldieA,jolene1881,59
GoldieA,BrenBren30813,69
GoldieA,CK070731,59
jolene1881,Lisajeanne13,5
Lisajeanne13,Lisajeanne13,5
cweinbl,Lisajeanne13,5
BrenBren30813,Lisajeanne13,5
Dgranny,Lisajeanne13,5
annette030,Lisajeanne13,5
GoldieA,Lisajeanne13,4
futurexboy2,P1231,5
P1231,futurexboy2,35091
cweinbl,futurexboy2,696
annette030,futurexboy2,452
cweinbl,P1231,5
corlaw,P1231,5
teresakitty2,P1231,5
cweinbl,RafaSusanMom,5
greg8846,RafaSusanMom,5
annette030,RafaSusanMom,5
littletwister19634,fergieqb,5
ender8029,littletwister19634,18349
squeaky68,ender8029,36368
squeaky68,littletwister19634,12121
Lisa26796,squeaky68,2920
Lisa26796,ender8029,2699
Lisa26796,littletwister19634,2356
cweinbl,ender8029,1039
cweinbl,littletwister19634,983
cweinbl,Lisa26796,1688
gloworm99412,Lisa26796,1322
gloworm99412,littletwister19634,846
gloworm99412,squeaky68,910
gloworm99412,ender8029,888
annette030,Lisa26796,726
annette030,ender8029,573
annette030,gloworm99412,1612
stockrunner,littletwister19634,389
stockrunner,Lisa26796,466
stockrunner,ender8029,397
stockrunner,gloworm99412,720
ender8029,fergieqb,5
squeaky68,fergieqb,5
Lisa26796,fergieqb,5
cweinbl,fergieqb,5
gloworm99412,fergieqb,5
annette030,fergieqb,5
stockrunner,fergieqb,5
gailb54,roxmar57,5
roxmar57,teresakitty2,2068
roxmar57,gailb54,1978
roxmar57,cweinbl,532
teresakitty2,roxmar57,5
roxmar57,roxmar57,5
cweinbl,roxmar57,5
corlaw,roxmar57,5
gailb54,ashley565,5
ashley565,greg8846,5362
ashley565,gailb54,694
greg8846,ashley565,5
ashley565,ashley565,5
gimpyD,RustyB75,5
annette030,RustyB75,5
cweinbl,greg8846,5
Geradine4733,gailb54,176
BrenBren30813,gailb54,169
BrenBren30813,Geradine4733,4193
teresakitty2,BrenBren30813,9050
littletwister19634,Geradine4733,750
littletwister19634,annette030,188
littletwister19634,BrenBren30813,914
littletwister19634,gailb54,142
greg8846,littletwister19634,1200
Geradine4733,greg8846,4
BrenBren30813,greg8846,4
littletwister19634,greg8846,4
corlaw,mrstwood,5
mrstwood,cweinbl,323
mrstwood,corlaw,204
cweinbl,mrstwood,5
mrstwood,mrstwood,4
corlaw,pain2130,5
autismsucks,freedom1960,344
autismsucks,cweinbl,219
autismsucks,BackPainSucks,2345
autismsucks,corlaw,158
greg8846,BackPainSucks,1899
greg8846,autismsucks,10050
pain2130,autismsucks,851
pain2130,cweinbl,174
pain2130,BackPainSucks,624
pain2130,corlaw,133
pain2130,greg8846,930
pain2130,freedom1960,245
annette030,autismsucks,550
corlaw,autismsucks,496
BackPainSucks,freedom1960,178
BackPainSucks,greg8846,384
BackPainSucks,autismsucks,370
cweinbl,autismsucks,187
pain2130,pain2130,5
freedom1960,pain2130,5
autismsucks,pain2130,4
greg8846,pain2130,4
annette030,pain2130,4
BackPainSucks,pain2130,4
cweinbl,pain2130,4
littletwister19634,littletwister19634,5
teresakitty2,Burleya,5
Burleya,gailb54,2323
Burleya,teresakitty2,1674
gailb54,Burleya,5
Burleya,Burleya,5
annette030,Burleya,5
littletwister19634,freedom1960,1112
ldoyle0402,cweinbl,219
ldoyle0402,annette030,464
ldoyle0402,freedom1960,241
littletwister19634,ldoyle0402,13072
Chetfan,freedom1960,235
Chetfan,ldoyle0402,9569
Chetfan,cweinbl,214
Chetfan,annette030,443
annette030,Chetfan,2275
annette030,ldoyle0402,1840
freedom1960,littletwister19634,5
ldoyle0402,littletwister19634,4
Chetfan,littletwister19634,4
harleyhoney2130,harleyhoney2130,5
forgetful88,_swank_,6826
pain2130,_swank_,4141
pain2130,forgetful88,10582
Darnall,_swank_,702
Darnall,pain2130,845
greg8846,_swank_,682
greg8846,Darnall,24098
greg8846,forgetful88,758
harleyhoney2130,annette030,275
harleyhoney2130,forgetful88,233
harleyhoney2130,greg8846,335
harleyhoney2130,corlaw,256
harleyhoney2130,_swank_,225
harleyhoney2130,Darnall,331
harleyhoney2130,pain2130,238
_swank_,harleyhoney2130,5
forgetful88,harleyhoney2130,5
pain2130,harleyhoney2130,5
corlaw,harleyhoney2130,5
annette030,harleyhoney2130,5
Darnall,harleyhoney2130,5
greg8846,harleyhoney2130,5
BrenBren30813,teresakitty2,2176
BrenBren30813,BrenBren30813,5
annette030,mcastillo1960,5
_swank_,bes22,5
cweinbl,bes22,5
annette030,bes22,4
annette030,dillray1,4
dillray1,annette030,304
dillray1,dillray1,4
freedom1960,js921,5
js921,freedom1960,138
js921,corlaw,150
BrenBren30813,freedom1960,136
corlaw,js921,4
js921,js921,4
BrenBren30813,js921,4
_swank_,rea88,4
littletwister19634,_swank_,3868
JulieHELP,littletwister19634,1552
JulieHELP,_swank_,1108
Sylviacooley,_swank_,478
Sylviacooley,JulieHELP,842
Sylviacooley,littletwister19634,546
greg8846,Sylviacooley,10363
greg8846,JulieHELP,779
rea88,JulieHELP,141
rea88,greg8846,172
rea88,littletwister19634,129
rea88,Sylviacooley,169
rea88,_swank_,125
teresakitty2,Sylviacooley,167
teresakitty2,JulieHELP,140
annette030,Sylviacooley,132
annette030,JulieHELP,114
corlaw,Sylviacooley,128
corlaw,JulieHELP,111
littletwister19634,rea88,4
JulieHELP,rea88,4
Sylviacooley,rea88,4
greg8846,rea88,4
rea88,rea88,4
teresakitty2,rea88,4
annette030,rea88,4
corlaw,rea88,4
_swank_,DonnaBea,4
autismsucks,littletwister19634,505
autismsucks,_swank_,439
Caprice_WebMD_Staff,autismsucks,6780
Caprice_WebMD_Staff,littletwister19634,470
Caprice_WebMD_Staff,_swank_,413
marmarloop77,autismsucks,705
marmarloop77,_swank_,271
marmarloop77,corlaw,317
marmarloop77,Caprice_WebMD_Staff,786
marmarloop77,littletwister19634,294
melissa_has_fallen_apart,autismsucks,679
melissa_has_fallen_apart,_swank_,267
melissa_has_fallen_apart,marmarloop77,18349
melissa_has_fallen_apart,corlaw,312
melissa_has_fallen_apart,Caprice_WebMD_Staff,754
melissa_has_fallen_apart,littletwister19634,289
littletwister19634,DonnaBea,4
corlaw,DonnaBea,4
autismsucks,DonnaBea,4
Caprice_WebMD_Staff,DonnaBea,4
marmarloop77,DonnaBea,4
melissa_has_fallen_apart,DonnaBea,4
_swank_,stove920,4
stove920,_swank_,8969
stove920,stove920,4
_swank_,TUANIS,4
melissa_has_fallen_apart,teresakitty2,942
corlaw,melissa_has_fallen_apart,8511
gailb54,BrenBren30813,21506
BrenBren30813,BRADYBALLS,4
hurts2beme,teresakitty2,1413
hurts2beme,corlaw,1386
hurts2beme,BrenBren30813,1327
justjackie22,corlaw,889
justjackie22,hurts2beme,2478
justjackie22,BrenBren30813,864
justjackie22,teresakitty2,900
annette030,justjackie22,2250
annette030,hurts2beme,1180
corlaw,hurts2beme,1006
corlaw,justjackie22,1693
corlaw,BRADYBALLS,4
teresakitty2,BRADYBALLS,4
hurts2beme,BRADYBALLS,4
justjackie22,BRADYBALLS,4
annette030,BRADYBALLS,4
littletwister19634,melissamae2009,4
marmarloop77,teresakitty2,7843
teresakitty2,melissamae2009,4
marmarloop77,melissamae2009,4
teresakitty2,lrd12000,4
littletwister19634,lrd12000,4
teresakitty2,marmarloop77,4
corlaw,marmarloop77,4
cweinbl,marmarloop77,4
teresakitty2,melissa_has_fallen_apart,4
melissa_has_fallen_apart,annette030,4454
OpiateAddict,teresakitty2,261
OpiateAddict,annette030,470
annette030,melissa_has_fallen_apart,4
melissa_has_fallen_apart,melissa_has_fallen_apart,4
OpiateAddict,melissa_has_fallen_apart,4
teresakitty2,mom2fourangels,4
mom2fourangels,cweinbl,1521
mom2fourangels,teresakitty2,634
cweinbl,mom2fourangels,4
mom2fourangels,mom2fourangels,4
corlaw,sonya923,4
Chris_WebMD_Staff,corlaw,4796
Chris_WebMD_Staff,sonya923,4
PainFilledLife,cweinbl,4141
PainFilledLife,annette030,1540
PainFilledLife,BrenBren30813,4988
PainFilledLife,greg8846,542
greg8846,PainFilledLife,1717
annette030,PainFilledLife,1240
cweinbl,PainFilledLife,775
corlaw,PainFilledLife,507
PainFilledLife,corlaw,4
corlaw,flatcake,4
cweinbl,flatcake,4
annette030,CBR1000RR,4
teresakitty2,CBR1000RR,4
greg8846,chrisouthohio,4
BrenBren30813,chrisouthohio,4
annette030,chrisouthohio,4
greg8846,abrown176,4
abrown176,greg8846,68993
flsnowflake,greg8846,927
flsnowflake,cweinbl,10471
flsnowflake,corlaw,950
abrown176,corlaw,835
abrown176,flsnowflake,6873
abrown176,cweinbl,4158
abrown176,abrown176,4
corlaw,abrown176,4
cweinbl,abrown176,4
flsnowflake,abrown176,4
corlaw,smile75,4
painpro,corlaw,223
painpro,annette030,406
annette030,smile75,4
painpro,smile75,4
annette030,laurie824,4
cweinbl,laurie824,4
Brooklynnite,gailb54,16261
Fouru2nv23,gailb54,395
CRPShellp,Fouru2nv23,3724
CRPShellp,cweinbl,304
CRPShellp,Brooklynnite,365
CRPShellp,greg8846,231
CRPShellp,gailb54,357
CRPShellp,BrenBren30813,217
teresakitty2,Fouru2nv23,2963
Fouru2nv23,teresakitty2,4
letsgetwell,katt15,4
cweinbl,letsgetwell,1029
mom2fourangels,letsgetwell,1019
cweinbl,katt15,4
mom2fourangels,katt15,4
teresakitty2,npainjoslin,4
cweinbl,npainjoslin,4
annette030,npainjoslin,4
Caprice_WebMD_Staff,mom2fourangels,4
mom2fourangels,Caprice_WebMD_Staff,11173
teresakitty2,OpiateAddict,4
billybump,annette030,1112
billybump,teresakitty2,724
Fouru2nv23,billybump,9569
annette030,billybump,4158
OpiateAddict,Fouru2nv23,4283
OpiateAddict,greg8846,3170
OpiateAddict,corlaw,4535
OpiateAddict,billybump,2963
gailb54,billybump,2424
gailb54,Fouru2nv23,3241
corlaw,billybump,2270
greg8846,billybump,1281
annette030,OpiateAddict,4
billybump,OpiateAddict,4
Fouru2nv23,OpiateAddict,4
OpiateAddict,OpiateAddict,4
gailb54,OpiateAddict,4
corlaw,OpiateAddict,4
greg8846,OpiateAddict,4
summerheaven,gimpyD,4
gailb54,sheilalash,4
_swank_,corlaw,3724
sheilalash,_swank_,3617
sheilalash,corlaw,1837
sheilalash,gailb54,1627
BrenBren30813,_swank_,2981
corlaw,sheilalash,4
_swank_,sheilalash,4
sheilalash,sheilalash,4
BrenBren30813,sheilalash,4
_swank_,jrtrill,4
harleyhoney2130,glennet1977,68993
glennet1977,mom2fourangels,4
harleyhoney2130,mom2fourangels,4
klc9100,unknown,15
klc9100,jhorton6,2
DavidHueben,postalcutey,3
LJAndieRNP,DavidHueben,92
Palmtree1963,LJAndieRNP,118
Palmtree1963,DavidHueben,52
LJAndieRNP,postalcutey,2
Palmtree1963,postalcutey,2
DavidHueben,anitalk37,3
DavidHueben,grinch39,3
grinch39,LJAndieRNP,8163
grinch39,DavidHueben,90
LJAndieRNP,grinch39,2
grinch39,grinch39,2
DavidHueben,kasmit1952,3
unknown,Tab19,3
LJAndieRNP,unknown,160
LJAndieRNP,Tab19,2
unknown,ladyfain7,3
ladyfain7,unknown,1281
unknown,unknown,1203
it_fitz;,unknown,95
ladyfain7,ladyfain7,3
it_fitz;,ladyfain7,2
unknown,jewel2706,2
LJAndieRNP,jewel2706,2
unknown,lunargoddess,2
it_fitz;,jolynn84,2
LJAndieRNP,tonda72,2
unknown,AllyJa,2
DavidHueben,seekinganswe,2
unknown,beckhoff,2
DavidHueben,schuljm4,2
DavidHueben,DavidHueben,1528
LJAndieRNP,schuljm4,2
DavidHueben,babb2801,2
unknown,DavidHueben,7968
unknown,babb2801,2
DavidHueben,RMZWALD,2
unknown,RMZWALD,2
LJAndieRNP,RMZWALD,2
DavidHueben,unknown,2
unknown,LJAndieRNP,65
DavidHueben,Palmtree1963,2
Palmtree1963,Palmtree1963,2
unknown,Palmtree1963,2
LJAndieRNP,Palmtree1963,2
DavidHueben,pizzacakes17,2
pizzacakes17,DavidHueben,851
pizzacakes17,pizzacakes17,2
LJAndieRNP,pizzacakes17,2
DavidHueben,elioflight,2
elioflight,DavidHueben,510
elioflight,elioflight,2
jennnc121;,rmiller415,2
unknown,jennnc121;,1459
LJAndieRNP,jennnc121;,94
unknown,rmiller415,2
LJAndieRNP,rmiller415,2
unknown,fuzzychik,2
LJAndieRNP,fuzzychik,2
DavidHueben,kansasnative,2
LJAndieRNP,kansasnative,2
unknown,Luis520,2
unknown,webans,2
webans,unknown,15267
webans,webans,2
DavidHueben,urkiddn,2
unknown,mrskeafer,2
unknown,maf1985,2
unknown,M4EALLEN,2
DavidHueben,acgraybill78,2
unknown,pebbleshull,2
DavidHueben,cheddar15,2
DavidHueben,beangal,2
unknown,beangal,2
LJAndieRNP,beangal,2
DavidHueben,kiki745,2
kiki745,DavidHueben,538
kiki745,kiki745,2
unknown,smrdg,2
unknown,tconner41,2
unknown,Putty58,2
DavidHueben,glo58,2
unknown,glo58,2
DavidHueben,bamagirl8119,2
unknown,50copcar91,2
LJAndieRNP,50copcar91,2
unknown,breast_cancer06,2
DavidHueben,KellieBurghart,2
KellieBurghart,DavidHueben,11976
KellieBurghart,KellieBurghart,2
Kel89,MrsCora01,4
Kel89,arealgijoe,4
Joyfulily,Kel89,79
Joyfulily,MrsCora01,3
Joyfulily,arealgijoe,3
Kel89,PBwithJ,2
Joyfulily,PBwithJ,2
Kel89,worleygurl,6
Kel89,Louise_WebMD_Staff,6
Kel89,xoC0WGIRL92xo,9
iremom1,Louise_WebMD_Staff,6
iremom1,xoC0WGIRL92xo,9
iremom1,worleygurl,6
iremom1,Kel89,198
kcbscrapper,Kel89,122
kcbscrapper,Louise_WebMD_Staff,5
kcbscrapper,xoC0WGIRL92xo,9
kcbscrapper,iremom1,320
kcbscrapper,worleygurl,6
sparklegirl201,Kel89,103
sparklegirl201,Louise_WebMD_Staff,5
sparklegirl201,kcbscrapper,637
sparklegirl201,xoC0WGIRL92xo,8
sparklegirl201,iremom1,213
sparklegirl201,worleygurl,6
Kel89,andprice,2
iremom1,andprice,2
kcbscrapper,andprice,2
sparklegirl201,andprice,2
LukeH,mandmphillips,159
LukeH,MrsCora01,20
LukeH,feelinghigh,20
LukeH,lovingwife10,3
adatsonn,dgarner11,18
adatsonn,T10313,20
adatsonn,MrsCora01,18
adatsonn,DonnaOT,20
adatsonn,DiabetesDanny,2
rister,Den70,193
rister,DonnaOT,29
rister,feelinghigh,29
smip,DonnaOT,18
smip,rister,50
smip,feelinghigh,18
smip,Den70,40
jnjstar,smip,46
jnjstar,DonnaOT,13
jnjstar,rister,24
jnjstar,feelinghigh,13
jnjstar,Den70,21
rister,Nixmama,3
