source,target,weight
cleandatup,Wezzy43,463
Wezzy43,FINALLY55,2
cleandatup,FINALLY55,2
DianeR01,Turtleread,2
Turtleread,amanda2581,159
Turtleread,DianeR01,147
DianeR01,nixie99,133531
amanda2581,Turtleread,2
Turtleread,Turtleread,2
DavidHueben,Turtleread,2
Louise_WebMD_Staff,Turtleread,2
ColColt45,Turtleread,2
arealgijoe,Turtleread,2
nixie99,Turtleread,2
phototaker,LindaBel2010,2
phototaker,cleandatup,2
cleandatup,phototaker,552
cleandatup,depressed_one,973
cleandatup,cleandatup,2
amanda2581,cleandatup,2
depressed_one,cleandatup,2
DavidHueben,mhall6252,9756
jasbe,Louise_WebMD_Staff,2384
jasbe,xring,2055
jasbe,mhall6252,2424
jasbe,DavidHueben,2
retiredgramps,flutetooter,4246
retiredgramps,xring,1833
retiredgramps,rubystar2,3766
retiredgramps,mhall6252,2121
flutetooter,retiredgramps,39221
phototaker,retiredgramps,1165
depressed_one,retiredgramps,1083
depressed_one,mhall6252,717
depressed_one,xring,681
ColColt45,retiredgramps,1070
retiredgramps,ColColt45,2
xring,coffeykid2,2
mhall6252,coffeykid2,2
Manoj_in_Bangalore,coffeykid2,2
DavidHueben,coffeykid2,2
mhall6252,HealthyOutlook,2
HealthyOutlook,mhall6252,64539
UnhappyBelly,xring,533
UnhappyBelly,mhall6252,524
HealthyOutlook,HealthyOutlook,2
xring,HealthyOutlook,2
UnhappyBelly,HealthyOutlook,2
DavidHueben,DZumbahlen,2
DZumbahlen,xring,223144
DZumbahlen,DavidHueben,87011
xring,DZumbahlen,2
DZumbahlen,DZumbahlen,2
DavidHueben,cleandatup,2
phototaker,golddustwoman62,2
golddustwoman62,DavidHueben,2442
golddustwoman62,phototaker,2361
golddustwoman62,DianeR01,6431
DavidHueben,golddustwoman62,2
golddustwoman62,golddustwoman62,2
DianeR01,golddustwoman62,2
DianeR01,2getreal,2
mntngirl,DianeR01,659
mntngirl,2getreal,2
phototaker,desutibr,2
rubystar2,desutibr,2
DavidHueben,desutibr,2
auriga1,desutibr,2
rubystar2,Catwoman88,2
Catwoman88,rubystar2,1921
Catwoman88,amanda2581,3478
amanda2581,Catwoman88,2
Catwoman88,Catwoman88,2
nixie99,Catwoman88,2
mhall6252,teddybear200,74108
MockBe,Gypsy12345,1237
DianeR01,MockBe,74108
06deluxerider,mhall6252,687
06deluxerider,MockBe,1871
cookiedog,Michael_Dansinger_MD,367
teddybear200,auriga1,450
teddybear200,cookiedog,12579
cookiedog,teddybear200,2
flutetooter,debbie4113,2
arealgijoe,debbie4113,2
DavidHueben,debbie4113,2
auriga1,debbie4113,2
amanda2581,2getreal,2
rubystar2,2getreal,2
dgarner11,flutetooter,21506
mntngirl,dgarner11,60625
rubystar2,dgarner11,18019
dgarner11,rubystar2,1170
dgarner11,mntngirl,2
DianeR01,06deluxerider,2
ironman97176,DianeR01,135
gabby1771,xring,1275
gabby1771,ironman97176,287682
gabby1771,DianeR01,135
gabby1771,ColColt45,4338
ColColt45,06deluxerider,2
ironman97176,06deluxerider,2
gabby1771,06deluxerider,2
DianeR01,DisHammerhand,182322
nixie99,DisHammerhand,6079
arealgijoe,DisHammerhand,2503
mntngirl,arealgijoe,6270
DavidHueben,revgrn,2
arealgijoe,Denial741974,2
amanda2581,Denial741974,2
nixie99,Denial741974,2
mhall6252,betaquartz,1503
mntngirl,mhall6252,463
arealgijoe,mhall6252,344
mhall6252,mntngirl,2
DisHammerhand,amanda2581,1203
DianeR01,betaquartz,668
mhall6252,DisHammerhand,4175
earlybird72,DisHammerhand,959
earlybird72,xring,458
earlybird72,betaquartz,426
earlybird72,mhall6252,1245
earlybird72,amanda2581,533
earlybird72,teddybear200,434
earlybird72,DavidHueben,426
earlybird72,DianeR01,1174
earlybird72,ColColt45,528
earlybird72,phototaker,428
tobedazzled,DianeR01,1163
tobedazzled,ColColt45,526
tobedazzled,phototaker,427
tobedazzled,earlybird72,117783
tobedazzled,DisHammerhand,951
tobedazzled,xring,456
tobedazzled,betaquartz,424
tobedazzled,mhall6252,1231
tobedazzled,amanda2581,531
tobedazzled,teddybear200,432
tobedazzled,DavidHueben,424
ubetubet,earlybird72,18692
ubetubet,DisHammerhand,912
ubetubet,xring,447
ubetubet,betaquartz,416
ubetubet,mhall6252,1168
ubetubet,amanda2581,519
ubetubet,teddybear200,424
ubetubet,DavidHueben,416
ubetubet,tobedazzled,22473
ubetubet,DianeR01,1106
ubetubet,ColColt45,514
ubetubet,phototaker,418
ke4rvf,ubetubet,18019
ke4rvf,mhall6252,1096
ke4rvf,amanda2581,504
ke4rvf,teddybear200,414
ke4rvf,DavidHueben,407
ke4rvf,tobedazzled,9950
ke4rvf,DianeR01,1041
ke4rvf,ColColt45,499
ke4rvf,phototaker,409
ke4rvf,earlybird72,9132
ke4rvf,DisHammerhand,868
ke4rvf,xring,436
ke4rvf,betaquartz,407
sbrittain,xring,395
sbrittain,betaquartz,371
sbrittain,ubetubet,3407
sbrittain,mhall6252,869
sbrittain,amanda2581,450
sbrittain,teddybear200,377
sbrittain,DavidHueben,371
sbrittain,tobedazzled,2954
sbrittain,DianeR01,834
sbrittain,ColColt45,446
sbrittain,phototaker,373
sbrittain,ke4rvf,4193
sbrittain,earlybird72,2878
sbrittain,DisHammerhand,719
xring,sbrittain,10363
xring,tobedazzled,2296
xring,ke4rvf,2990
xring,earlybird72,2250
xring,ubetubet,2561
jeena459,ubetubet,2328
jeena459,DisHammerhand,656
jeena459,sbrittain,7380
jeena459,tobedazzled,2107
jeena459,ColColt45,421
jeena459,ke4rvf,2677
jeena459,earlybird72,2073
jeena459,betaquartz,353
Michael_Dansinger_MD,ubetubet,2286
Michael_Dansinger_MD,DisHammerhand,652
Michael_Dansinger_MD,sbrittain,6969
Michael_Dansinger_MD,tobedazzled,2073
Michael_Dansinger_MD,ke4rvf,2621
Michael_Dansinger_MD,earlybird72,2039
xring,jeena459,16000
faitheleanor,betaquartz,266
faitheleanor,jeena459,1071
faitheleanor,ubetubet,734
faitheleanor,mhall6252,451
faitheleanor,amanda2581,304
faitheleanor,teddybear200,269
faitheleanor,DavidHueben,266
faitheleanor,sbrittain,936
faitheleanor,tobedazzled,710
faitheleanor,DianeR01,441
faitheleanor,ColColt45,302
faitheleanor,phototaker,267
faitheleanor,ke4rvf,765
faitheleanor,earlybird72,706
faitheleanor,DisHammerhand,407
faitheleanor,xring,278
E_Roan,faitheleanor,1990
E_Roan,ke4rvf,553
E_Roan,earlybird72,521
E_Roan,DisHammerhand,338
E_Roan,xring,244
E_Roan,betaquartz,234
E_Roan,jeena459,697
E_Roan,ubetubet,536
E_Roan,mhall6252,367
E_Roan,amanda2581,264
E_Roan,teddybear200,237
E_Roan,DavidHueben,234
E_Roan,sbrittain,636
E_Roan,tobedazzled,523
E_Roan,DianeR01,361
E_Roan,ColColt45,262
E_Roan,phototaker,235
lvcigarz,jeena459,611
lvcigarz,ubetubet,484
lvcigarz,mhall6252,342
lvcigarz,amanda2581,250
lvcigarz,teddybear200,226
lvcigarz,DavidHueben,224
lvcigarz,E_Roan,4963
lvcigarz,sbrittain,564
lvcigarz,tobedazzled,473
lvcigarz,DianeR01,337
lvcigarz,ColColt45,249
lvcigarz,phototaker,224
lvcigarz,faitheleanor,1419
lvcigarz,ke4rvf,497
lvcigarz,earlybird72,472
lvcigarz,DisHammerhand,316
lvcigarz,xring,232
lvcigarz,betaquartz,224
Lauden89,tobedazzled,449
Lauden89,DianeR01,324
Lauden89,ColColt45,242
Lauden89,phototaker,219
Lauden89,faitheleanor,1219
Lauden89,ke4rvf,470
Lauden89,earlybird72,447
Lauden89,DisHammerhand,305
Lauden89,xring,226
Lauden89,betaquartz,218
Lauden89,lvcigarz,8658
Lauden89,jeena459,570
Lauden89,ubetubet,458
Lauden89,mhall6252,329
Lauden89,amanda2581,243
Lauden89,teddybear200,220
Lauden89,DavidHueben,218
Lauden89,E_Roan,3150
Lauden89,sbrittain,530
Tuberculin,E_Roan,1840
Tuberculin,sbrittain,473
Tuberculin,tobedazzled,408
Tuberculin,DianeR01,302
Tuberculin,ColColt45,230
Tuberculin,phototaker,208
Tuberculin,Lauden89,4415
Tuberculin,faitheleanor,956
Tuberculin,ke4rvf,425
Tuberculin,earlybird72,406
Tuberculin,DisHammerhand,285
Tuberculin,xring,215
Tuberculin,betaquartz,208
Tuberculin,lvcigarz,2928
Tuberculin,jeena459,505
Tuberculin,ubetubet,415
Tuberculin,mhall6252,306
Tuberculin,amanda2581,231
Tuberculin,teddybear200,210
Tuberculin,DavidHueben,208
xring,Lauden89,3565
xring,faitheleanor,909
xring,lvcigarz,2528
xring,Tuberculin,18692
xring,E_Roan,1674
flutetooter,Tuberculin,4577
flutetooter,E_Roan,1311
flutetooter,ke4rvf,389
flutetooter,earlybird72,373
flutetooter,Lauden89,2245
flutetooter,faitheleanor,790
flutetooter,ubetubet,380
flutetooter,lvcigarz,1784
flutetooter,sbrittain,428
flutetooter,tobedazzled,374
phototaker,Lauden89,1489
phototaker,faitheleanor,670
phototaker,ubetubet,350
phototaker,lvcigarz,1270
phototaker,sbrittain,391
phototaker,tobedazzled,345
phototaker,Tuberculin,2245
phototaker,E_Roan,1011
phototaker,ke4rvf,357
phototaker,earlybird72,344
mhall6252,Tuberculin,2130
mhall6252,E_Roan,987
mhall6252,sbrittain,387
mhall6252,tobedazzled,342
mhall6252,Lauden89,1438
mhall6252,faitheleanor,660
mhall6252,ke4rvf,354
mhall6252,earlybird72,341
mhall6252,flutetooter,3992
mhall6252,lvcigarz,1232
mhall6252,jeena459,408
mhall6252,ubetubet,347
MockBe,lvcigarz,652
MockBe,sbrittain,302
MockBe,tobedazzled,274
MockBe,betaquartz,167
MockBe,Tuberculin,839
MockBe,E_Roan,576
MockBe,ke4rvf,282
MockBe,earlybird72,274
MockBe,Lauden89,704
MockBe,faitheleanor,447
MockBe,ubetubet,278
MockBe,DisHammerhand,213
Glucose120,E_Roan,181
Glucose120,sbrittain,141
Glucose120,tobedazzled,134
Glucose120,DianeR01,120
Glucose120,ColColt45,107
Glucose120,phototaker,102
Glucose120,MockBe,263
Glucose120,Lauden89,192
Glucose120,faitheleanor,166
Glucose120,ke4rvf,136
Glucose120,earlybird72,134
Glucose120,DisHammerhand,118
Glucose120,xring,104
Glucose120,betaquartz,102
Glucose120,flutetooter,210
Glucose120,lvcigarz,188
Glucose120,jeena459,143
Glucose120,ubetubet,135
Glucose120,mhall6252,121
Glucose120,amanda2581,107
Glucose120,teddybear200,102
Glucose120,DavidHueben,102
Glucose120,Tuberculin,200
xring,Glucose120,8097
mhall6252,Michael_Dansinger_MD,2
earlybird72,Michael_Dansinger_MD,2
tobedazzled,Michael_Dansinger_MD,2
ubetubet,Michael_Dansinger_MD,2
ke4rvf,Michael_Dansinger_MD,2
sbrittain,Michael_Dansinger_MD,2
faitheleanor,Michael_Dansinger_MD,2
E_Roan,Michael_Dansinger_MD,2
lvcigarz,Michael_Dansinger_MD,2
Lauden89,Michael_Dansinger_MD,2
Tuberculin,Michael_Dansinger_MD,2
Glucose120,Michael_Dansinger_MD,2
phototaker,06deluxerider,11834
mhall6252,06deluxerider,770
DianeR01,cookiedog,1540
sama50,cookiedog,114
dgarner11,betaquartz,22990
dgarner11,Manoj_in_Bangalore,2
DavidHueben,dfoelker,2
FINALLY55,arealgijoe,427
auriga1,dfoelker,2
dfoelker,dfoelker,2
FINALLY55,dfoelker,2
DavidHueben,abalonia,2
cookiedog,abalonia,2
mhall6252,abalonia,2
auriga1,abalonia,2
phototaker,abalonia,2
nixie99,JMaureen,2
FINALLY55,nixie99,741
FINALLY55,flutetooter,753
JMaureen,FINALLY55,8889
JMaureen,phototaker,815
JMaureen,DavidHueben,2928
JMaureen,flutetooter,694
JMaureen,amanda2581,2291
JMaureen,nixie99,684
flutetooter,JMaureen,2
DavidHueben,JMaureen,2
FINALLY55,JMaureen,2
JMaureen,JMaureen,2
phototaker,JMaureen,2
rubystar2,JMaureen,2
amanda2581,JMaureen,2
auriga1,JMaureen,2
flutetooter,lilmissylfz,2
dfoelker,Manoj_in_Bangalore,5168
rubystar2,lilmissylfz,2
auriga1,lilmissylfz,2
Manoj_in_Bangalore,lilmissylfz,2
dfoelker,lilmissylfz,2
Manoj_in_Bangalore,mntngirl,19803
DianeR01,Manoj_in_Bangalore,33902
DisHammerhand,mntngirl,4890
teddybear200,DisHammerhand,2813
teddybear200,mntngirl,1784
FINALLY55,Manoj_in_Bangalore,921
FINALLY55,betaquartz,4728
FINALLY55,mntngirl,880
FINALLY55,DisHammerhand,1074
cookiedog,DisHammerhand,901
FINALLY55,teddybear200,2
DavidHueben,MagNaStar,2
FINALLY55,ColColt45,4040
ColColt45,MagNaStar,2
FINALLY55,MagNaStar,2
amanda2581,MagNaStar,2
mhall6252,MockBe,2384
ironman97176,MockBe,1411
ironman97176,mhall6252,3454
mhall6252,ironman97176,9756
MockBe,ironman97176,1657
nixie99,Bozo33,2
arealgijoe,Bozo33,2
auriga1,MockBe,1944
MockBe,Louise_WebMD_Staff,2
DisHammerhand,FINALLY55,54067
amanda2581,mhall6252,296
teddybear200,mhall6252,537
teddybear200,FINALLY55,2
arealgijoe,FINALLY55,2
xring,jwnpw,2
cookiedog,jwnpw,2
mhall6252,jwnpw,2
ColColt45,jwnpw,2
DavidHueben,jwnpw,2
arealgijoe,jwnpw,2
mhall6252,nixie99,2094
teddybear200,depressed_one,9662
DianeR01,christy261983,2
sunnyNCmommy,phototaker,695
sunnyNCmommy,DianeR01,692
auriga1,sunnyNCmommy,6270
phototaker,christy261983,2
sunnyNCmommy,christy261983,2
auriga1,christy261983,2
auriga1,farmike,2
farmike,auriga1,74108
farmike,phototaker,1455
jaxbluegoose2,auriga1,633
jaxbluegoose2,phototaker,664
auriga1,jaxbluegoose2,1480
phototaker,jaxbluegoose2,1315
farmike,farmike,2
phototaker,farmike,2
jaxbluegoose2,farmike,2
phototaker,micks12,2
micks12,phototaker,22990
micks12,micks12,2
amanda2581,micks12,2
mhall6252,M4EALLEN,2
arealgijoe,M4EALLEN,2
phototaker,M4EALLEN,2
cookiedog,M4EALLEN,2
cleandatup,arealgijoe,5900
cleandatup,teddybear200,5797
cleandatup,rubystar2,9217
auriga1,cleandatup,5089
cleandatup,Louise_WebMD_Staff,2
betaquartz,cleandatup,2
cleandatup,xring,846
cleandatup,betaquartz,792
cleandatup,ColColt45,973
xring,cleandatup,2
ColColt45,cleandatup,2
phototaker,KokoNascha,2
Manoj_in_Bangalore,nixie99,3053
nixie99,KokoNascha,2
Manoj_in_Bangalore,KokoNascha,2
betaquartz,KokoNascha,2
Louise_WebMD_Staff,KokoNascha,2
phototaker,Tiaras4us,2
betaquartz,Tiaras4us,2
Louise_WebMD_Staff,Tiaras4us,2
mhall6252,Manoj_in_Bangalore,1229
teddybear200,looloo1122,2
looloo1122,cleandatup,287682
looloo1122,teddybear200,35091
looloo1122,phototaker,24098
MockBe,cleandatup,165
cleandatup,looloo1122,2
looloo1122,looloo1122,2
MockBe,looloo1122,2
ColColt45,looloo1122,2
phototaker,looloo1122,2
flutetooter,Irradiator,2
cookiedog,ironman97176,405465
teddybear200,ironman97176,608
teddybear200,flutetooter,585
ironman97176,cookiedog,603
ironman97176,Irradiator,2
cookiedog,Irradiator,2
teddybear200,Irradiator,2
dgarner11,phototaker,1569
dgarner11,mhall6252,910
lynae88,Manoj_in_Bangalore,1083
lynae88,dgarner11,6920
lynae88,mhall6252,805
lynae88,phototaker,1280
lynae88,DavidHueben,761
phototaker,lynae88,1549
phototaker,Chillyhome,2972
mhall6252,lynae88,899
mhall6252,dgarner11,796
mhall6252,Chillyhome,1245
betaquartz,lynae88,849
betaquartz,dgarner11,756
betaquartz,Chillyhome,1149
laura2gemini2,betaquartz,15038
laura2gemini2,dgarner11,720
laura2gemini2,mhall6252,402
laura2gemini2,Chillyhome,1068
laura2gemini2,phototaker,493
laura2gemini2,DavidHueben,391
laura2gemini2,lynae88,803
laura2gemini2,Manoj_in_Bangalore,461
Chillyhome,mhall6252,267
Chillyhome,Chillyhome,454
Chillyhome,phototaker,304
Chillyhome,DavidHueben,262
Chillyhome,laura2gemini2,791
Chillyhome,lynae88,399
Chillyhome,Manoj_in_Bangalore,291
Chillyhome,betaquartz,752
Chillyhome,dgarner11,377
dgarner11,Michael_Dansinger_MD,2
lynae88,Michael_Dansinger_MD,2
laura2gemini2,Michael_Dansinger_MD,2
Chillyhome,Michael_Dansinger_MD,2
phototaker,ironman97176,1170
ColColt45,ironman97176,1128
flutetooter,ironman97176,1022
ironman97176,phototaker,733
auriga1,ironman97176,750
dfoelker,cookiedog,40822
dfoelker,FINALLY55,5666
xring,dfoelker,4376
rubystar2,cjh1203,2
cjh1203,rubystar2,6969
cjh1203,cjh1203,2
rubystar2,dirtmod23g,2
FINALLY55,dirtmod23g,2
phototaker,dirtmod23g,2
FINALLY55,Louise_WebMD_Staff,2
DisHammerhand,mhall6252,9662
ironman97176,FINALLY55,1753
ironman97176,DisHammerhand,4494
ColColt45,DisHammerhand,3683
sama50,FINALLY55,512
sama50,ironman97176,724
sama50,DisHammerhand,624
Gypsy12345,sama50,1120
Gypsy12345,amanda2581,358
Gypsy12345,ironman97176,440
Gypsy12345,DisHammerhand,401
DavidHueben,ironman97176,253
xring,rpmhouse,2
auriga1,rpmhouse,2
mhall6252,rpmhouse,2
phototaker,rpmhouse,2
mntngirl,rpmhouse,2
betaquartz,rpmhouse,2
DavidHueben,rpmhouse,2
auriga1,annielowe,2
mhall6252,debralynne,2
rubystar2,laura2gemini2,2
laura2gemini2,rubystar2,1461
laura2gemini2,laura2gemini2,2
DavidHueben,laura2gemini2,2
phototaker,laura2gemini2,2
phototaker,citymomntex,2
debralynne,phototaker,1388
DavidHueben,citymomntex,2
debralynne,citymomntex,2
amanda2581,06deluxerider,878
debralynne,auriga1,39221
smip,gabby1771,2307
smip,rubystar2,1494
smip,amanda2581,2
DianeR01,flutetooter,1810
blukitty,nixie99,5362
blukitty,DavidHueben,2581
blukitty,Louise_WebMD_Staff,4376
blukitty,auriga1,2484
blukitty,phototaker,87011
blukitty,amanda2581,3442
phototaker,blukitty,7843
Louise_WebMD_Staff,blukitty,705
ColColt45,blukitty,702
blukitty,ColColt45,2
DavidHueben,1945babs,2
DianeR01,1945babs,2
phototaker,1945babs,2
mhall6252,1945babs,2
