"","i","j","w"
"262",569,575,13
"257",569,752,19
"258",569,791,67
"47",570,55,21
"44",570,114,119
"46",570,207,132
"4456",576,39,3
"4459",576,51,5540
"4276",576,61,7491
"4437",576,80,1708
"5911",576,102,2
"5551",576,125,2
"4375",576,161,3
"4434",576,168,1552
"4441",576,192,3
"5371",576,195,2
"5588",576,204,2
"5314",576,215,1023
"5582",576,220,6079
"4435",576,264,461
"4430",576,274,2484
"5145",576,284,2
"5420",576,298,2
"5244",576,310,2
"4438",576,318,1457
"5404",576,349,36368
"5427",576,355,6969
"5867",576,386,2
"5966",576,437,2
"4433",576,483,2312
"5411",576,513,1267
"4432",576,548,772
"4458",576,550,3
"5412",576,553,904
"5369",576,560,27399
"4239",576,616,16261
"4431",576,660,1676
"4447",576,704,1494
"4515",576,748,2736
"4514",576,755,3221
"5491",576,781,2
"4493",576,795,3
"4275",576,806,13606
"4436",576,818,2614
"4247",576,822,3
"199",579,101,304
"198",579,114,312
"200",579,558,510
"205",579,569,12
"160",583,565,16
"3397",590,47,470
"3472",590,86,2963
"3471",590,169,4535
"3469",590,278,4283
"3470",590,314,3170
"3400",590,522,4
"3396",590,754,261
"2220",592,2,111
"2221",592,47,154
"2219",592,279,127
"2987",594,47,154
"2986",594,118,176
"3034",594,169,5
"2985",594,180,164
"2983",594,711,166
"2984",594,754,139
"3918",595,39,28
"3926",595,51,29
"3920",595,61,29
"3922",595,192,28
"3925",595,209,29
"3921",595,213,29
"3928",595,215,28
"3927",595,513,28
"3919",595,518,31
"3917",595,528,28
"4096",595,530,2
"3924",595,616,31
"3929",595,660,29
"3916",595,704,29
"3923",595,748,28
"3930",595,818,29
"2309",597,2,92
"2306",597,47,106
"2831",597,279,60625
"3154",597,282,35091
"2307",597,285,89
"2832",597,316,1343
"2340",597,317,5
"2312",597,559,90
"2311",597,688,112
"2310",597,754,89
"2308",597,776,2497
"4742",598,61,4435
"4737",598,80,2706
"4743",598,192,2472
"4741",598,206,12423
"4744",598,215,1031
"4747",598,274,3361
"4746",598,300,11696
"4748",598,318,2235
"4734",598,457,154151
"4736",598,483,5249
"4739",598,527,908
"5108",598,530,2
"4740",598,542,46520
"4738",598,616,1311
"4745",598,675,24693
"4749",598,748,956
"4735",598,773,19048
"3273",599,2,4141
"3231",599,63,851
"3233",599,66,624
"3234",599,169,133
"3232",599,180,174
"3274",599,276,10582
"3236",599,279,245
"3235",599,314,930
"3289",599,324,5
"3410",601,47,1540
"3411",601,106,4988
"3417",601,169,4
"3409",601,180,4141
"3412",601,314,542
"3439",603,47,406
"3438",603,169,223
"3441",603,700,4
"3504",604,192,52
"3503",604,477,118
"3506",604,624,2
"59",606,256,23
"48",606,297,389
"49",606,752,310
"325",613,12,49
"324",613,114,22
"344",613,119,18
"326",613,146,28
"323",613,296,32
"321",613,429,24
"322",613,479,342
"320",613,516,36
"5851",616,4,11834
"6091",616,7,2
"5249",616,9,2
"5454",616,17,2
"5866",616,21,2
"5305",616,31,2
"4475",616,34,218
"3960",616,39,18
"3952",616,51,19
"3962",616,61,19
"4588",616,62,3883
"4612",616,80,2
"5070",616,90,245
"6085",616,96,7843
"6000",616,139,2972
"5932",616,147,2
"5346",616,149,2
"6069",616,151,2
"4474",616,153,752
"5493",616,155,2
"4590",616,158,223144
"4090",616,161,333
"4618",616,168,562
"4854",616,179,2107
"3947",616,192,19
"5141",616,198,2
"5135",616,204,2
"4629",616,206,302
"5542",616,208,2
"3951",616,209,19
"5158",616,211,197
"3963",616,213,19
"3954",616,215,18
"6041",616,219,2
"4589",616,220,433
"4855",616,225,35091
"5788",616,237,1011
"5790",616,238,344
"5782",616,254,670
"5943",616,257,2
"5269",616,259,1446
"4269",616,264,54067
"4089",616,274,353
"5146",616,284,2
"5068",616,293,68993
"5423",616,298,2
"4728",616,300,12270
"5532",616,308,2
"5246",616,310,2
"4730",616,318,2260
"5457",616,328,2
"5071",616,329,195
"5159",616,331,26668
"6028",616,349,1170
"5401",616,355,2
"5941",616,361,1315
"3949",616,367,868
"5880",616,386,2
"5789",616,419,357
"5964",616,437,2
"4767",616,438,37740
"5241",616,445,2920
"5781",616,446,1489
"6068",616,447,2
"4731",616,457,405465
"5492",616,460,2
"5983",616,481,2
"4258",616,483,3
"5784",616,497,1270
"5999",616,498,1549
"5951",616,500,2
"3953",616,513,18
"3961",616,518,20
"4733",616,527,911
"3959",616,528,18
"5297",616,529,2
"4098",616,530,2
"5945",616,533,2
"4727",616,542,60625
"4443",616,548,9302
"4028",616,550,2103
"5416",616,553,581
"5360",616,557,2
"4286",616,576,1041
"4265",616,587,3
"3955",616,595,53
"4768",616,598,30772
"5509",616,637,1165
"6058",616,656,2
"3956",616,660,19
"4088",616,667,4706
"4729",616,675,27399
"5785",616,679,391
"4856",616,680,2240
"5460",616,684,2
"5069",616,698,195
"3958",616,704,19
"3948",616,748,18
"4591",616,755,338
"5187",616,761,2
"5970",616,762,2
"5786",616,767,345
"4732",616,773,20619
"5787",616,779,2245
"5783",616,783,350
"4287",616,806,967
"3957",616,818,19
"4237",616,822,3
"5067",616,823,233
"2755",618,180,926
"2756",618,285,1784
"2754",618,688,1026
"2776",618,742,5
"3547",621,192,851
"2125",625,180,76
"2129",625,228,77
"2127",625,333,84
"2126",625,482,559
"2124",625,532,107
"2128",625,657,111
"2377",634,45,437
"2379",634,47,2528
"2378",634,169,660
"2376",634,180,805
"2391",634,473,5
"2380",634,754,505
"3323",635,2,125
"3320",635,314,172
"3319",635,402,141
"3321",635,475,129
"3322",635,735,169
"1376",636,12,14
"1374",636,114,335
"1373",636,312,1118
"5514",637,161,2
"5504",637,274,4246
"5507",637,528,2121
"5506",637,660,3766
"5505",637,818,1833
"3629",643,203,193
"3648",643,211,64
"3630",643,231,29
"3631",643,259,29
"3647",643,447,67
"3650",643,507,3
"3641",643,577,3
"3649",643,733,164
"1946",644,47,89
"1949",644,118,52
"1943",644,132,50
"1950",644,180,41
"1945",644,279,39
"1947",644,281,41
"1948",644,285,39
"2032",644,364,5
"1944",644,474,39
"1942",644,657,115
"1951",644,754,39
"2611",647,47,36
"2610",647,70,444
"2612",647,78,3914
"2608",647,110,1012
"2621",647,169,38
"2619",647,171,934
"2614",647,212,977
"2616",647,314,150
"2620",647,353,916
"2609",647,387,925
"2618",647,389,1012
"2617",647,456,2002
"2607",647,709,1402
"2613",647,736,1110
"2615",647,746,925
"2737",647,813,4
"230",652,146,80
"227",652,163,23
"238",652,234,16
"228",652,342,164
"229",652,752,12
"3194",655,180,532
"3193",655,285,1978
"3192",655,754,2068
"2170",657,2,305
"2080",657,13,143
"1941",657,47,400
"1935",657,118,95
"2171",657,126,5
"1938",657,132,90
"2079",657,169,5
"1936",657,180,63
"2107",657,228,245
"1940",657,279,59
"1933",657,281,64
"1934",657,285,60
"2109",657,333,338
"2065",657,338,123
"2031",657,364,5
"2082",657,436,827
"1939",657,474,60
"2064",657,499,363
"2066",657,525,117
"2108",657,532,2448
"2081",657,571,141
"2169",657,608,345
"2131",657,625,5
"1937",657,754,60
"3722",659,122,2
"5324",660,4,1947
"5566",660,9,2
"5450",660,38,2
"3975",660,39,18
"3967",660,51,19
"3977",660,61,19
"5284",660,62,365
"4115",660,80,187
"5546",660,125,2
"6036",660,152,2
"4116",660,161,178
"4387",660,168,21053
"3979",660,192,19
"5133",660,204,2
"4454",660,206,765
"5543",660,208,2
"3966",660,209,19
"5569",660,211,18019
"3978",660,213,19
"3969",660,215,18
"6039",660,219,2
"4559",660,220,647
"5285",660,259,230
"4388",660,264,636
"4558",660,274,436
"5143",660,284,2
"5408",660,298,2
"5243",660,310,2
"4385",660,318,11173
"4124",660,331,1190
"5150",660,344,2
"3964",660,367,759
"5881",660,386,2
"6064",660,447,2
"5886",660,459,2
"4256",660,483,3
"5201",660,486,2
"3968",660,513,18
"3976",660,518,20
"3974",660,528,18
"4132",660,529,319
"4099",660,530,2
"4386",660,548,1434
"4027",660,550,2186
"5212",660,553,1671
"4277",660,576,29853
"3970",660,595,53
"3965",660,616,19
"5345",660,689,2
"3973",660,704,19
"5464",660,743,2
"3980",660,748,18
"4560",660,755,457
"4491",660,795,3
"4278",660,806,9302
"3972",660,818,19
"3646",666,18,3
"3644",666,560,43
"4083",667,39,17
"4074",667,51,17
"4086",667,61,17
"4077",667,161,358
"5854",667,168,114
"4068",667,192,17
"4073",667,209,17
"4087",667,213,17
"4076",667,215,17
"6049",667,220,624
"6047",667,264,512
"4070",667,274,381
"5385",667,318,720
"6048",667,349,724
"4071",667,367,155
"5397",667,483,2
"4075",667,513,17
"4085",667,518,18
"4082",667,528,17
"4105",667,530,2
"5384",667,548,1019
"4084",667,550,302
"4078",667,595,42
"4072",667,616,18
"4079",667,660,17
"4081",667,704,17
"4069",667,748,17
"4080",667,818,17
"451",673,114,13986
"450",673,146,1356
"4684",675,61,5420
"4680",675,80,3044
"4685",675,192,2743
"4683",675,206,25318
"4686",675,215,1076
"4675",675,274,3899
"4674",675,300,21979
"4676",675,318,2460
"4679",675,483,6689
"4682",675,527,942
"5105",675,530,2
"4681",675,616,1386
"4677",675,748,994
"4678",675,773,80043
"5646",679,39,450
"5643",679,80,371
"5651",679,161,446
"5648",679,192,371
"5650",679,215,834
"5655",679,220,719
"5654",679,238,2878
"5653",679,419,4193
"5645",679,528,869
"5844",679,530,2
"5652",679,616,373
"5647",679,748,377
"5649",679,767,2954
"5644",679,783,3407
"5642",679,818,395
"4790",680,61,3026
"4803",680,80,2107
"4799",680,179,35091
"4791",680,192,1963
"4789",680,206,5391
"4792",680,215,931
"4796",680,274,2484
"4795",680,300,5249
"4797",680,318,1810
"4787",680,438,10152
"4800",680,457,8969
"4802",680,483,3384
"4805",680,527,829
"5111",680,530,2
"4788",680,542,7905
"4793",680,598,9569
"4804",680,616,1153
"4794",680,675,6873
"4798",680,748,868
"4801",680,773,6349
"2299",688,2,530
"2297",688,47,1925
"2774",688,180,351
"2771",688,279,813
"2298",688,285,442
"2338",688,317,5
"2773",688,480,665
"2296",688,559,476
"2770",688,618,565
"2775",688,742,5
"2295",688,754,427
"5343",689,168,29853
"2184",692,47,240
"2183",692,180,213
"2187",692,664,5
"3487",694,2,3617
"3488",694,169,1837
"3489",694,285,1627
"460",697,406,16
"4901",698,61,741
"4893",698,80,670
"4889",698,179,955
"4902",698,192,654
"4900",698,206,830
"4903",698,215,478
"4897",698,220,997
"4880",698,225,1663
"4885",698,274,703
"4884",698,300,827
"4886",698,318,636
"4896",698,329,48790
"4898",698,438,895
"4890",698,457,885
"4892",698,483,761
"4895",698,527,449
"5116",698,530,2
"4899",698,542,873
"4882",698,598,890
"4894",698,616,530
"4883",698,675,859
"4881",698,680,981
"4887",698,748,461
"4891",698,773,850
"4888",698,818,1216
"2949",699,85,5
"2941",699,285,4988
"3678",702,22,2
"6077",702,39,2
"3635",702,203,40
"3666",702,211,40
"3632",702,231,18
"3634",702,259,18
"6075",702,284,2307
"3668",702,332,39
"3665",702,560,38
"3642",702,577,2
"3633",702,643,50
"6076",702,660,1494
"3664",702,737,215
"4455",704,39,3
"5021",704,61,238
"5013",704,80,230
"5033",704,90,550
"5024",704,153,411
"5036",704,179,257
"5022",704,192,228
"5020",704,206,247
"5014",704,215,202
"5017",704,220,260
"5025",704,225,290
"5030",704,274,234
"5029",704,300,246
"5031",704,318,226
"5016",704,329,349
"5018",704,438,252
"5010",704,457,251
"5012",704,483,240
"5032",704,527,197
"5121",704,530,2
"5019",704,542,250
"4445",704,548,1649
"5027",704,598,252
"4444",704,616,2002
"4446",704,660,11050
"5028",704,675,249
"5026",704,680,259
"5034",704,698,351
"5023",704,748,199
"5011",704,773,248
"5035",704,818,272
"5015",704,823,497
"3736",705,22,103
"3762",705,122,2
"3737",705,259,113
"3738",705,560,101
"3734",705,659,101
"3735",705,733,114
"3733",705,737,104
"398",706,52,106
"396",706,142,155
"397",706,451,25
"402",706,645,14
"395",706,794,54
"3753",708,22,59
"3619",708,41,2
"3754",708,51,257
"3765",708,122,2
"3755",708,259,62
"3614",708,348,213
"3612",708,418,637
"3610",708,421,103
"3611",708,483,5
"3756",708,560,58
"3751",708,659,58
"3749",708,705,138
"3767",708,713,2
"3752",708,733,62
"3750",708,737,59
"3615",708,814,6
"3613",708,816,8
"2575",709,47,37
"2574",709,70,650
"2572",709,110,3630
"2571",709,169,40
"2569",709,171,2805
"2577",709,212,3221
"2579",709,314,168
"2570",709,353,2642
"2573",709,387,2721
"2568",709,389,3643
"2576",709,736,5362
"2578",709,746,2714
"2734",709,813,4
"2948",711,47,526
"2952",711,85,5
"3032",711,169,5
"2975",711,180,15038
"3165",711,249,36368
"3185",711,261,5
"2947",711,285,418
"3166",711,475,12121
"2946",711,699,456
"3044",711,722,5
"2976",711,754,864
"1881",714,44,5
"1788",714,47,6
"1799",714,59,6
"1802",714,123,6
"1810",714,130,6
"2497",714,169,54
"2504",714,174,5
"1787",714,175,6
"1795",714,176,10
"1791",714,180,6
"1798",714,181,6
"1805",714,199,10
"1812",714,202,6
"1801",714,221,6
"1785",714,255,7
"1793",714,262,11
"1816",714,285,10
"2498",714,291,110
"1794",714,294,10
"1783",714,381,10
"1797",714,400,7
"1786",714,411,6
"1792",714,412,6
"1804",714,466,10
"1813",714,468,6
"1808",714,474,6
"1796",714,484,7
"1807",714,502,7
"1800",714,581,6
"1784",714,582,9
"1815",714,589,12
"1809",714,605,6
"1790",714,668,6
"1806",714,702,9
"1814",714,722,6
"1803",714,754,6
"1811",714,771,6
"1789",714,812,6
"2442",720,47,66
"2443",720,169,2759
"2439",720,180,68
"2463",720,266,5
"2437",720,291,999
"2438",720,323,138
"2440",720,357,964
"2441",720,549,134
"2445",720,559,90
"2444",720,809,143
"405",721,12,43
"467",721,27,17
"415",721,58,17
"404",721,146,101
"403",721,462,870
"2355",722,47,370
"2354",722,180,545
"2353",722,181,327
"3182",722,249,397
"3190",722,261,5
"2359",722,285,1085
"3183",722,303,720
"3181",722,464,466
"3180",722,475,389
"2366",722,568,5
"3046",722,711,870
"3045",722,754,1097
"3362",723,2,8969
"2350",724,180,1176
"2351",724,758,5
"3484",726,295,4
"5933",727,147,2
"5930",727,215,692
"5929",727,616,695
"1206",731,1,1
"1146",731,3,4
"1193",731,10,2
"1137",731,11,1
"347",731,12,15
"1189",731,25,1
"1212",731,28,6
"1209",731,29,1
"1147",731,30,1
"1153",731,33,1
"1170",731,36,8
"1185",731,57,1
"1195",731,72,1
"1174",731,73,7
"1156",731,95,1
"1171",731,108,1
"1130",731,112,2
"1356",731,114,12
"1177",731,117,2
"1218",731,121,2
"1222",731,140,3
"1149",731,145,3
"349",731,146,34
"1223",731,156,1
"1145",731,157,2
"1126",731,159,2
"1129",731,170,1
"1210",731,184,1
"1213",731,190,1
"1141",731,193,1
"1200",731,227,28
"1163",731,233,30
"1158",731,235,2
"1133",731,241,1
"1169",731,242,2
"1215",731,248,2
"1168",731,251,1
"1226",731,252,1
"1216",731,253,5
"1148",731,258,1
"1136",731,287,1
"1186",731,292,1
"351",731,297,13
"1128",731,299,1
"1154",731,320,1
"1198",731,326,1
"1135",731,336,7
"1162",731,339,2
"1175",731,340,1
"1235",731,347,48
"1178",731,366,6
"1179",731,370,1
"1144",731,373,1
"1138",731,384,2
"1161",731,385,1
"1221",731,423,2
"1187",731,427,3
"350",731,429,15
"1229",731,434,1
"1224",731,441,1
"1165",731,443,2
"1211",731,450,2
"1152",731,478,3
"1214",731,487,1
"1132",731,495,1
"1196",731,509,2
"1227",731,512,1
"1199",731,515,2
"1151",731,534,1
"1131",731,535,8
"1192",731,546,1
"1205",731,554,1
"1201",731,572,1
"1230",731,574,1
"1233",731,578,1
"1157",731,580,1
"1194",731,591,1
"1181",731,611,4
"1236",731,612,1
"1220",731,619,1
"1167",731,620,1
"1202",731,623,1
"1173",731,626,2
"1180",731,627,2
"1143",731,629,5
"1160",731,631,1
"1142",731,632,2
"1225",731,646,3
"1208",731,650,8
"1139",731,651,6
"1183",731,653,2
"1150",731,654,1
"1188",731,658,1
"1228",731,669,3
"1155",731,674,2
"1127",731,677,25
"1204",731,678,8
"1166",731,710,9
"1172",731,712,1
"1159",731,718,1
"1164",731,730,1
"1191",731,732,1
"1197",731,734,49
"1134",731,739,2
"1231",731,740,2
"1234",731,749,2
"348",731,752,15
"1232",731,768,1
"1140",731,801,1
"1182",731,802,1
"1190",731,803,3
"1176",731,804,1
"1184",731,819,4
"1203",731,820,2
"1207",731,824,2
"1219",731,826,4
"1217",731,827,1
"3731",733,22,1098
"3761",733,122,2
"3727",733,259,16000
"3728",733,560,919
"3730",733,659,909
"3729",733,737,1231
"1035",734,1,1
"1089",734,3,4
"1025",734,10,2
"1077",734,11,1
"463",734,12,545
"1021",734,25,1
"469",734,27,17
"1045",734,28,7
"1042",734,29,1
"1090",734,30,1
"1096",734,33,1
"1114",734,36,9
"1017",734,57,1
"1027",734,72,1
"1118",734,73,8
"1099",734,95,1
"1115",734,108,1
"1074",734,112,2
"1355",734,114,16
"1120",734,117,2
"1050",734,121,2
"1054",734,140,3
"1092",734,145,3
"464",734,146,8658
"1055",734,156,1
"1088",734,157,2
"1070",734,159,2
"1069",734,170,1
"1039",734,184,1
"1046",734,190,1
"1081",734,193,1
"1106",734,227,65
"1067",734,233,80
"1101",734,235,2
"1073",734,241,1
"1113",734,242,2
"1047",734,248,2
"1108",734,251,1
"1058",734,252,1
"1048",734,253,6
"1091",734,258,2
"1080",734,287,1
"1018",734,292,2
"1037",734,297,9
"1072",734,299,1
"1097",734,320,1
"1030",734,326,1
"1079",734,336,9
"1105",734,339,2
"1119",734,340,1
"1029",734,347,3130
"1121",734,366,7
"1122",734,370,1
"1087",734,373,1
"1082",734,384,2
"1104",734,385,1
"1053",734,423,2
"1019",734,427,3
"1061",734,434,1
"1056",734,441,1
"1109",734,443,2
"1044",734,450,2
"1095",734,478,3
"1043",734,487,1
"1076",734,495,1
"1028",734,509,2
"1059",734,512,1
"1032",734,515,2
"1094",734,534,1
"1075",734,535,9
"1024",734,546,1
"1038",734,554,1
"1034",734,572,1
"1062",734,574,1
"1065",734,578,1
"1100",734,580,1
"1026",734,591,1
"1124",734,611,5
"1068",734,612,1
"1052",734,619,1
"1111",734,620,1
"1031",734,623,1
"1117",734,626,2
"1123",734,627,2
"1086",734,629,5
"1103",734,631,1
"1085",734,632,2
"1057",734,646,3
"1041",734,650,9
"1083",734,651,7
"1015",734,653,2
"1093",734,654,1
"1020",734,658,1
"1060",734,669,3
"1098",734,674,3
"1033",734,677,49
"1110",734,678,9
"1071",734,710,11
"1112",734,712,1
"1102",734,718,1
"465",734,721,927
"1107",734,730,1
"1023",734,732,1
"1078",734,739,2
"1063",734,740,2
"1066",734,749,2
"1064",734,768,1
"1084",734,801,1
"1125",734,802,1
"1022",734,803,3
"1116",734,804,1
"1016",734,819,4
"1036",734,820,2
"1040",734,824,2
"1051",734,826,4
"1049",734,827,1
"3314",735,2,478
"3315",735,402,842
"3316",735,475,546
"3332",735,635,4
"2567",736,47,38
"2566",736,70,739
"2564",736,110,11300
"2563",736,169,40
"2561",736,171,5865
"2557",736,212,8097
"2559",736,314,173
"2562",736,353,5222
"2565",736,387,5540
"2560",736,389,11429
"2558",736,746,5510
"2733",736,813,4
"3677",737,22,2
"3759",737,122,2
"3688",737,135,1009
"3657",737,211,49
"3705",737,222,2
"3659",737,259,17094
"3658",737,332,48
"3660",737,560,45
"3725",737,659,3478
"3687",737,693,91
"3689",737,705,97
"3708",741,693,2
"2045",742,2,53
"2254",742,88,5
"2046",742,169,109
"2047",742,180,52
"2048",742,279,96
"2071",742,285,89
"2073",742,338,88
"2261",742,395,118
"2049",742,474,50
"2072",742,499,168
"2069",742,525,85
"2070",742,657,311
"2753",742,688,13245
"2068",742,754,90
"2052",742,807,5
"83",744,35,308
"201",744,101,288
"5",744,114,8
"81",744,146,117
"6",744,162,14
"60",744,256,22
"1",744,297,10
"82",744,346,108
"178",744,371,14
"102",744,376,17
"174",744,555,131
"4",744,556,10
"172",744,558,125
"206",744,569,12
"202",744,579,5195
"50",744,606,517
"2",744,669,8
"210",744,683,12
"183",744,750,14
"51",744,752,194
"173",744,756,631
"189",744,810,14
"2517",746,47,38
"2516",746,70,854
"2515",746,169,40
"2518",746,314,179
"2514",746,353,95310
"2727",746,813,4
"2470",747,45,243
"2469",747,47,292
"2483",747,89,5
"2468",747,118,242
"2852",747,169,5
"2467",747,180,334
"1768",747,282,2270
"1767",747,285,60625
"1781",747,409,5
"1770",747,474,5
"1771",747,475,2594
"1769",747,754,5865
"4465",748,34,15267
"4506",748,39,5666
"4467",748,51,391
"5558",748,61,450
"4505",748,80,11173
"5375",748,161,1726
"5559",748,168,12579
"4223",748,192,194
"5927",748,206,9662
"5313",748,215,1409
"5893",748,220,2813
"5459",748,259,190
"5918",748,264,2
"5987",748,274,585
"5421",748,298,2
"5374",748,318,3466
"5986",748,349,608
"5991",748,350,2
"5974",748,481,2
"4257",748,483,3
"5413",748,513,813
"4635",748,527,18019
"5917",748,528,537
"4224",748,530,9662
"5894",748,548,1784
"4477",748,550,3
"5414",748,553,646
"4466",748,576,245
"4464",748,616,247
"4254",748,660,13986
"5463",748,684,2
"5312",748,818,1820
"26",750,20,12
"27",750,129,15
"21",750,200,13
"23",750,543,25
"22",750,556,12
"25",750,672,13
"24",750,744,13
"20",750,811,45
"150",752,101,35091
"146",752,114,7435
"269",752,138,18
"232",752,146,73
"220",752,150,11
"234",752,163,22
"239",752,234,15
"153",752,327,16
"235",752,342,135
"156",752,428,16
"162",752,565,16
"161",752,583,3442
"233",752,652,769
"270",752,665,18
"186",752,810,15
"1898",754,2,21
"2371",754,45,3231
"1897",754,47,22
"2656",754,65,8163
"2655",754,70,338
"2657",754,78,1039
"3381",754,103,4
"3210",754,106,9050
"2669",754,110,590
"3251",754,111,5
"3115",754,116,5
"1903",754,118,21
"3421",754,127,4
"3078",754,128,5
"2174",754,132,42
"2181",754,164,5
"2173",754,169,653
"2665",754,171,563
"2500",754,174,5
"1902",754,180,22
"3077",754,183,5
"2969",754,189,5
"2662",754,191,6431
"2659",754,212,578
"2939",754,218,5
"3043",754,268,5
"2955",754,276,7968
"3452",754,278,2963
"1760",754,282,3697
"2095",754,285,54
"2495",754,291,336
"2865",754,295,863
"2661",754,314,136
"2292",754,317,5
"2666",754,353,556
"2670",754,387,559
"2664",754,389,590
"3066",754,392,5
"2486",754,394,5
"1910",754,395,5
"3325",754,402,140
"1779",754,409,5
"2663",754,456,829
"2387",754,473,5
"1761",754,474,5
"1762",754,475,4640
"3389",754,490,4
"3391",754,514,4
"3394",754,522,4
"3387",754,523,4
"1900",754,525,22
"2867",754,537,805
"3401",754,552,4
"2866",754,559,819
"3459",754,585,4
"3464",754,590,4
"2988",754,594,13245
"1901",754,596,25
"3159",754,597,5
"3039",754,615,5
"3335",754,635,4
"2667",754,647,1415
"3195",754,655,5
"2096",754,691,54
"2668",754,709,704
"2981",754,711,1612
"3055",754,722,5
"1899",754,728,22
"3324",754,735,167
"2658",754,736,622
"2660",754,746,559
"2837",754,747,32790
"3080",754,777,5
"2740",754,813,4
"2101",754,825,5
"4510",755,39,4320
"4511",755,80,6969
"4540",755,161,8511
"4508",755,192,6079
"4539",755,274,9662
"4534",755,483,3
"4509",755,660,9132
"4507",755,748,18349
"4541",755,818,19418
"368",756,12,7605
"372",756,233,44
"370",756,250,1176
"177",756,371,14
"369",756,429,19
"376",756,431,14
"168",756,555,165
"167",756,558,157
"371",756,663,19
"187",756,752,263
"188",756,810,14
"2343",758,559,5
"3119",763,116,4
"3103",763,118,156
"3109",763,169,98
"3107",763,285,103
"3105",763,291,93
"3108",763,314,140
"3104",763,525,108
"3106",763,754,149
"5614",767,39,531
"5612",767,80,424
"5607",767,161,526
"5616",767,192,424
"5606",767,215,1163
"5610",767,220,951
"5609",767,238,117783
"5613",767,528,1231
"5841",767,530,2
"5608",767,616,427
"5615",767,748,432
"5611",767,818,456
"1390",772,5,12
"1382",772,12,80
"1369",772,84,12
"1365",772,114,58
"1389",772,142,192
"1393",772,239,12
"1381",772,322,118
"1386",772,358,12
"1383",772,462,79
"1392",772,731,12
"4664",773,61,5797
"4672",773,80,3160
"4665",773,192,2845
"4663",773,206,36368
"4666",773,215,1091
"4668",773,274,4090
"4667",773,300,30772
"4669",773,318,2535
"4671",773,483,7273
"4662",773,527,954
"5104",773,530,2
"4673",773,616,1409
"4670",773,748,1007
"2992",774,47,152
"2991",774,118,173
"3035",774,169,5
"2990",774,180,162
"2989",774,594,12423
"2993",774,711,163
"2994",774,754,137
"2304",776,2,96
"2302",776,47,110
"2804",776,169,452
"2791",776,180,4073
"2790",776,279,714
"2303",776,285,92
"2805",776,291,489
"2792",776,316,1315
"2339",776,317,5
"2826",776,382,5
"2838",776,474,460
"2301",776,559,94
"2300",776,688,117
"2839",776,747,1220
"2305",776,754,92
"5763",779,39,231
"5758",779,80,208
"5750",779,161,230
"5765",779,192,208
"5749",779,215,302
"5756",779,220,285
"5746",779,237,1840
"5755",779,238,406
"5753",779,254,956
"5760",779,367,505
"5754",779,419,425
"5752",779,446,4415
"5759",779,497,2928
"5762",779,528,306
"5849",779,530,2
"5751",779,616,208
"5747",779,679,473
"5764",779,748,210
"5748",779,767,408
"5761",779,783,415
"5757",779,818,215
"5482",781,39,159
"5483",781,215,147
"3710",782,560,477
"5622",783,39,519
"5620",783,80,416
"5627",783,161,514
"5624",783,192,416
"5626",783,215,1106
"5618",783,220,912
"5617",783,238,18692
"5621",783,528,1168
"5842",783,530,2
"5628",783,616,418
"5623",783,748,424
"5625",783,767,22473
"5619",783,818,447
"5525",786,325,2
"5522",786,528,524
"5521",786,818,533
"3585",787,14,2
"3528",787,37,2
"3536",787,64,2
"3574",787,75,2
"3530",787,77,2
"3587",787,105,2
"3535",787,192,7968
"3558",787,283,2
"3583",787,302,2
"3554",787,372,1459
"3523",787,377,2
"3517",787,442,3
"3541",787,477,65
"3562",787,492,2
"3525",787,494,2
"3569",787,500,2
"3568",787,505,2
"3567",787,561,2
"3544",787,604,2
"3571",787,610,2
"3581",787,630,2
"3556",787,648,2
"3538",787,649,2
"3579",787,703,2
"3514",787,738,3
"3580",787,745,2
"3563",787,798,2
"250",791,146,87
"260",791,575,16
"251",791,752,26
"3718",792,135,80
"3719",792,560,72
"3721",792,751,2
"1886",793,47,15
"1887",793,504,4
"1885",793,642,13
"447",794,12,164
"448",794,245,18
"389",794,451,46
"399",794,645,18
"1396",797,180,1
"1404",797,455,5
"1397",797,671,1
"3564",798,787,15267
"456",799,114,360
"458",799,440,17
"5467",800,192,182322
"5479",800,264,2
"4151",806,51,11976
"4274",806,61,16529
"4374",806,161,3
"4156",806,192,156
"4158",806,206,177
"4154",806,315,636
"4152",806,548,214
"4153",806,550,176
"4157",806,566,223
"4193",806,609,3
"4159",806,616,149
"4155",806,818,179
"2040",807,2,53
"2041",807,169,110
"2042",807,180,52
"2043",807,279,96
"2044",807,474,50
"2050",807,742,39221
"3071",808,169,1210
"3049",808,180,6270
"3074",808,345,5
"3048",808,711,837
"3056",808,722,5
"3047",808,754,1044
"2412",809,47,123
"3030",809,118,139
"3038",809,169,5
"2415",809,180,130
"2459",809,266,5
"2414",809,323,4662
"3029",809,417,703
"3026",809,531,707
"2411",809,549,2200
"2413",809,559,243
"3027",809,594,660
"3025",809,711,132
"3028",809,754,115
"3024",809,774,697
"142",810,97,15
"132",810,101,171
"42",815,539,20
"39",815,752,47
"2875",817,169,169
"2876",817,295,168
"2877",817,809,5
"5353",818,4,2205
"5248",818,9,2
"4502",818,34,6780
"5445",818,38,2
"4320",818,39,591
"3896",818,51,4
"4112",818,61,10929
"4573",818,62,8097
"4214",818,69,12903
"3891",818,80,4175
"5096",818,90,197
